date,ticker,daily_rating,close,close_5d,5d_return,ai_status
2019-12-02,INTC,1.0,50.861419677734375,49.86465072631836,-0.019597741426245943,0
2019-12-03,GOOGL,1.0,64.25152587890625,66.64098358154297,0.037189119946195344,0
2019-12-03,META,1.0,197.44082641601562,199.47657775878906,0.010310690953470935,0
2019-12-04,AAPL,-1.0,63.15245819091797,65.33122253417969,0.0345000718210372,0
2019-12-04,META,-1.0,197.33155822753906,200.85693359375,0.017865238575503962,0
2019-12-04,TSLA,-1.0,22.20199966430664,23.51333236694336,0.059063720496532635,0
2019-12-05,INTC,1.0,49.46771240234375,50.76438903808594,0.026212585397030645,0
2019-12-05,MSFT,1.0,142.35572814941406,145.49850463867188,0.02207692328305335,0
2019-12-10,TSLA,1.0,23.256000518798828,25.266000747680664,0.0864293164792917,0
2019-12-12,AAPL,1.0,65.49768829345703,67.56305694580078,0.031533458754911085,0
2019-12-13,NVDA,1.0,5.57484769821167,5.957637310028076,0.06866368958190545,0
2019-12-17,AAPL,1.0,67.65715789794922,68.58848571777344,0.013765399682159108,0
2019-12-17,MSFT,1.0,146.87525939941406,149.42935180664062,0.017389534613729177,0
2019-12-17,NVDA,1.0,5.6818695068359375,5.938971042633057,0.04524946155271547,0
2019-12-18,INTC,1.0,50.42919921875,52.7667350769043,0.04635282523552707,0
2019-12-18,META,1.0,201.09530639648438,206.3485870361328,0.026123337902730272,0
2019-12-19,GOOGL,1.0,67.31340789794922,67.22406768798828,-0.001327227557641742,0
2019-12-20,NVDA,1.0,5.957637310028076,5.782172679901123,-0.02945204969621191,0
2019-12-23,AAPL,1.0,68.52335357666016,70.8516845703125,0.03397864920676329,0
2019-12-30,META,1.0,202.99203491210938,211.58204650878906,0.04231698844931996,0
2019-12-30,TSLA,-1.0,27.64666748046875,31.270666122436523,0.13108265741351943,0
2019-12-31,AMZN,1.0,92.39199829101562,94.59850311279297,0.023881990460118758,0
2019-12-31,NVDA,1.0,5.856338977813721,5.9827752113342285,0.021589637143529693,0
2020-01-02,TSLA,1.0,28.68400001525879,32.089332580566406,0.11871888730637675,0
2020-01-03,AAPL,1.0,71.76371765136719,74.87622833251953,0.04337164772138929,0
2020-01-03,TSLA,1.0,29.534000396728516,31.876667022705078,0.07932100611185947,0
2020-01-06,AAPL,1.0,72.33555603027344,76.47590637207031,0.05723810763359696,0
2020-01-06,TSLA,-1.0,30.1026668548584,34.990665435791016,0.16237759280599162,0
2020-01-07,AMZN,1.0,95.34300231933594,93.47200012207031,-0.019623906859981253,0
2020-01-07,NVDA,1.0,5.971574783325195,6.154508590698242,0.03063409804125111,0
2020-01-07,TSLA,-1.0,31.270666122436523,35.861331939697266,0.14680422218338884,0
2020-01-08,MSFT,1.0,152.00244140625,154.9363555908203,0.01930175698118541,0
2020-01-09,AMZN,1.0,95.05249786376953,93.89700317382812,-0.012156384270905497,0
2020-01-09,META,1.0,216.78567504882812,220.2316131591797,0.015895598773191126,0
2020-01-09,MSFT,1.0,153.9014434814453,157.77532958984375,0.025171213607658473,0
2020-01-09,TSLA,-1.0,32.089332580566406,34.232666015625,0.0667927084390847,0
2020-01-10,AAPL,1.0,74.87622833251953,76.90296173095703,0.027067781638745663,0
2020-01-10,GOOGL,1.0,70.91220092773438,73.4212417602539,0.0353823573333517,0
2020-01-10,MSFT,1.0,153.1893310546875,158.65834045410156,0.03570098101323822,0
2020-01-10,TSLA,1.0,31.876667022705078,34.03333282470703,0.06765656523832324,0
2020-01-13,AAPL,1.0,76.47590637207031,76.3818130493164,-0.0012303655780962406,0
2020-01-13,GOOGL,1.0,71.46155548095703,73.55673217773438,0.029318934952873552,0
2020-01-13,META,1.0,220.37066650390625,219.90390014648438,-0.0021180965907438556,0
2020-01-13,MSFT,1.0,155.0313262939453,158.08865356445312,0.01972070641201252,0
2020-01-13,NVDA,1.0,6.271485805511475,6.170936584472656,-0.01603275908724121,0
2020-01-13,TSLA,1.0,34.990665435791016,36.47999954223633,0.042563754872804234,0
2020-01-14,AAPL,1.0,75.4432373046875,76.65447235107422,0.016054918766210756,0
2020-01-14,AMZN,1.0,93.47200012207031,94.37300109863281,0.009639260691820358,0
2020-01-14,META,1.0,217.5404052734375,219.7847442626953,0.010316883369031098,0
2020-01-14,TSLA,1.0,35.861331939697266,37.97066879272461,0.05881925569787273,0
2020-01-15,META,1.0,219.6159210205078,218.23553466796875,-0.0062854566559869835,0
2020-01-15,MSFT,1.0,154.9363555908203,158.29751586914062,0.021693812698144133,0
2020-01-15,NVDA,1.0,6.1119489669799805,6.2933878898620605,0.029685935511292755,0
